Site Code,Loc Code,Event,Field ID,Sample ID,Unique ID,Particle,Color,Morphology,1st Order Morph,Color-Group,Confidence (?),Comment,QA_Color-Morph,Projected SA [mm2],Feret,MinFeret,Length
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_1,1,gray,fragment,Non-Fiber,Blacks,0,0,0,0.443,1.35,0.604,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_2,2,blue,fragment,Non-Fiber,Blues,0,0,0,0.088,0.527,0.261,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_3,3,black,fragment,Non-Fiber,Blacks,0,0,0,0.041,0.96,0.129,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_4,4,black,fragment,Non-Fiber,Blacks,0,organics stuck to it,done,0.498,1.151,0.667,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_5,5,black,fragment,Non-Fiber,Blacks,0,organics stuck to it,done,0.18,0.814,0.349,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_7,7,black,fragment,Non-Fiber,Blacks,0,0,0,0.02,0.347,0.122,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_8,8,orange,fragment,Non-Fiber,Yellows,0,hard texture.,0,13.941,4.725,3.968,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_11,11,blue,fragment,Non-Fiber,Blues,0,0,0,0.155,0.674,0.307,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_12,12,black,fragment,Non-Fiber,Blacks,0,broke into multiple pieces.,0,0.219,0.885,0.359,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_13,13,black,TW,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.498,1.178,0.57,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_14,14,orange,fragment,Non-Fiber,Yellows,0,0,0,0.188,1.039,0.336,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_15,15,black,fragment,Non-Fiber,Blacks,0,0,0,1.809,2.574,2.07,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_17,17,pink,fragment,Non-Fiber,Reds,0,0,0,0.157,0.668,0.423,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_18,18,black,fragment,Non-Fiber,Blacks,0,could make dents in the particle.,0,1.281,2.147,1.575,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_21,21,black,fragment,Non-Fiber,Blacks,0,"particle could be flattened, could make dents in the particle.",done,0.211,0.725,0.417,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_22,22,black,fragment,Non-Fiber,Blacks,0,broke into multiple pieces.,0,0.252,0.723,0.472,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_23,23,black,TW,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.901,1.405,0.947,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_24,24,black,fragment,Non-Fiber,Blacks,0,0,0,1.092,2.225,0.827,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_26,26,pink,fragment,Non-Fiber,Reds,0,could make dents in the particle.,0,1.22,1.908,1.167,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_27,27,blue,fragment,Non-Fiber,Blues,0,0,0,0.103,0.556,0.267,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_28,28,pink,fragment,Non-Fiber,Reds,0,could make dents in the particle.,0,0.267,0.737,0.522,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_29,29,black,fragment,Non-Fiber,Blacks,0,particle could be flattened.,0,0.185,0.839,0.582,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_32,32,gray,fragment,Non-Fiber,Blacks,0,broke into multiple pieces easily.,0,0.857,1.439,0.998,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_33,33,black,fragment,Non-Fiber,Blacks,0,has OM on it,done,0.791,1.223,0.892,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_34,34,black,fragment,Non-Fiber,Blacks,0,particle could break apart easily.,done,0.164,2.096,0.225,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_35,35,blue,fragment,Non-Fiber,Blues,0,0,0,0.17,0.904,0.265,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_36,36,black,fragment,Non-Fiber,Blacks,0,particle could be flattened.,done,0.116,0.546,0.356,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_37,37,blue,fragment,Non-Fiber,Blues,0,0,0,0.507,1.073,0.817,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_38,38,black,TW,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.204,0.826,0.458,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_39,39,black,TW,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.204,0.874,0.468,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_40,40,black,fragment,Non-Fiber,Blacks,0,could make dents in the particle.,0,0.165,0.652,0.407,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_41,41,blue,fragment,Non-Fiber,Blues,0,0,0,0.147,0.749,0.325,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_42,42,gray,fragment,Non-Fiber,Blacks,0,broke into multiple pieces.,0,0.233,0.94,0.441,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_2,2,black,fragment,Non-Fiber,Blacks,0,0,0,0.617,1.454,0.565,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_4,4,pink,fragment,Non-Fiber,Reds,0,0,0,0.277,1.283,0.471,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_5,5,pink,fragment,Non-Fiber,Reds,0,0,0,0.401,1.066,0.579,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_6,6,black,TW,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.096,0.572,0.374,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_7,7,black,fragment,Non-Fiber,Blacks,0,could make dents in the particle.,0,0.991,1.436,0.986,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_8,8,black,TW,Non-Fiber,Blacks,0,"rubbery texture, bounces back, breaks apart easily.",done,0.093,0.568,0.231,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_11,11,black,TW,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.236,0.94,0.37,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_12,12,black,TW,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.461,1.138,0.615,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_13,13,black,fragment,Non-Fiber,Blacks,0,"particle could be flattened, broke into multiple pieces.",0,0.148,0.553,0.346,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_14,14,black,TW,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,3.857,2.92,1.838,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_15,15,black,TW,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.109,0.463,0.358,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_16,16,black,TW,Non-Fiber,Blacks,0,"rubbery texture, bounces back, particle can be flattened.",0,0.168,0.744,0.346,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_17,17,black,fragment,Non-Fiber,Blacks,0,could  make dents in the particle.,0,0.968,1.474,0.925,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_19,19,pink,fragment,Non-Fiber,Reds,0,0,0,0.42,1.36,0.556,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_21,21,black,TW,Non-Fiber,Blacks,0,"broke down into multiple pieces easily in a powdery form, rubbery texture, bounces back.",done,1.774,1.906,1.542,0
SAD,1,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_22,22,black,TW,Non-Fiber,Blacks,0,"broke down into multiple pieces easily in a powdery form, rubbery texture, bounces back.",done,2.313,3.285,1.322,0
